id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
2837,Perthshire Chamber of Commerce : COVID – 19: Business Hub,https://perthshirechamber.co.uk/covid-19-business-hub/,111160,"government, Scottish, Minister, coronavirus, Support, Businesses, update, NHS","Scottish, Government, April, coronavirus, Scotland, support, Business, businesses",She also said that Health Protection Scotland are due to publish updated guidance on Personal Protective Equipment (PPE) for medical staff and how it should be used at this stage in the outbreak.,“These new requirements will directly impact on consumer confidence and risks creating further financial damage to those sectors who have already been hardest hit by COVID-19.,2020-07-21,2022-05-18,no,Business,Coronavirus,"government,scottish,minister,coronavirus,support,businesses,update,nhs",Media
2838,Renfrewshire Chamber of Commerce : COVID-19,https://www.renfrewshirechamber.com/covid-19/,111161,"Business, Coronavirus, Support, Scheme, Loan, Scottish, Commerce, Hub","Business, Coronavirus, Support, Scheme, Loan, Scottish, Commerce, Hub","Delivered by John Armstrong from On Track Training & Coaching, it focuses on 3 areas where leaders can impact positively: The Adaptive Leader, The Caring Leader & The Resilient Leader: buff.ly/3bQWFOi pic.twitter.com/zBMQ0N3j8C Download our App for your smart phone Book a meeting room © 2020 Renfrewshire Chamber of Commerce - all rights reserved | Privacy and Cookie Policy | Credits","Full story: cutt.ly/5buPczC Pictured: Neil Kennedy, Managing Partner pic.twitter.com/iIbr9XvC5N Download our App for your smart phone Book a meeting room © 2021 Renfrewshire Chamber of Commerce - all rights reserved | Privacy and Cookie Policy | Credits",2020-09-19,2021-04-28,no,Business,Coronavirus,"business,coronavirus,support,scheme,loan,scottish,commerce,hub",Media
2840,West Lothian Chamber of Commerce : News,https://wlchamber.com/news/,111163,"Scottish, Scotland, Chambers, Commerce, Chamber, Business, Lothian, West","Scottish, Chambers, Commerce, Liz, Executive, Chief, Cameron, Chamber","This business dinner is a [...] Scottish Chambers of Commerce has welcomed Chancellor Philip Hammond’s “low-key” first Spring Statement, but urged that the stabilising economic fundamentals revealed by growth and borrowing [...] Letting Solutions shortlisted for top ESTAS Awards for tenants and landlords Letting Solutions of West Lothian in Scotland has been recognised for its outstanding customer service to its clients [...] More than 846,000 people passed through Edinburgh Airport in February, making it the busiest ever February at Scotland’s busiest airport.",We realise that so much more goes into [...] A new year-round service to the Italian city of Verona will take off this December as easyJet expands its destination choice at Edinburgh Airport.,2019-01-18,2021-08-02,no,Business,CORONAVIRUS,"scottish,scotland,chambers,commerce,chamber,business,lothian,west",Media
2841,Edinburgh Chamber of Commerce : COVID-19 hub,https://www.edinburghchamber.co.uk/covid-19-business-support/,111164,"Government, business, support, Scheme, businesses, Scottish, Fund, Edinburgh","support, Government, Scottish, businesses, Business, scheme, Chamber, grant","- If you are a manufacturing business who can re-purpose any of your operations at this time to support the national effort, such as making ventilators or PPE equipment, please get in touch.","If turnover has fallen by less than that, the grant will provide 30% of average trading profits, capped at £2,850.",2020-06-04,2022-05-18,no,Business,Coronavirus,"government,business,support,scheme,businesses,scottish,fund,edinburgh",Media
2845,Aberdeen & Grampian Chamber of Commerce : Covid-19 Hub,https://www.agcc.co.uk/content/covid-19-hub#covid-19-hub,111174,"Chamber, Government, support, business, guidance, Scheme, Chambers, site","business, Scheme, found, support, information, Chamber, Coronavirus, businesses","It will continue to receive documents at the ABCC by: · Parcelforce · Post (please provide a stamped and addressed envelope for return) · Electronically through A-cert and E-cert Embassies are currently operating on a sporadic timetable, hence legalisation of documents will take slightly longer than usual to process.",Pivotal Enterprise Resilience Fund This grant is for businesses that can play a critical role in supporting Scotland’s recovery but need some immediate support.,2020-04-06,2020-05-19,no,Business,Coronavirus,"chamber,government,support,business,guidance,scheme,chambers,site",Media
2847,Giffnock & Newlands Hewbrew Community  : Coronavirus [Covid-19] Update,http://www.giffnockshul.co.uk/covid19/,111176,"Shul, Rabbi, Jewish, Virtual, Rubin, Care, Giffnock, MESSAGE","Shul, Rabbi, Jewish, Virtual, Rubin, Care, Giffnock, MESSAGE","Rabbi Rubin is hoping to record a message every so often online, and we will give you more details when this happens.","Rabbi Rubin is hoping to record a message every so often online, and we will give you more details when this happens.",2021-01-03,2022-12-21,no,Church and religion,CORONAVIRUS,"shul,rabbi,jewish,virtual,rubin,care,giffnock,message",Government
2852,Quarriers : Coronavirus Quarriers,https://quarriers.org.uk/news/coronavirus/,111196,"Coronavirus, Emergency, Planning, Team, support, Quarriers, created, safety","Team, Archive, history, data, projects, digital, saving, websites","Access to Quarriers offices is very restricted, with most teams working remotely for the foreseeable future.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-05-13,2023-10-20,no,Health,CORONAVIRUS,"coronavirus,emergency,planning,team,support,quarriers,created,safety",Knowledge
2854,Bright Green : Coronavirus,http://bright-green.org/tag/coronavirus/,111226,"coronavirus, Green, crisis, Greens, talk, Deal, lockdown, time","Green, Party, Young, Greens, Wales, Rio, Tinto, co-chairs","After being told it would take a ten-year government plan,… Greens say no return to “normal” after the crisis – UK Green news round up issue 57 Greens say no return to ""normal"" Image credit: Kaihsu Tai and Ric Lander - Creative Commons, and YouTube screengrab As another week of lockdown continued, people have begun discussing what… Why community is key to support mental health during coronavirus With the coronavirus heightening stress and anxiety, it is a difficult time for all of us as we seek to support both our physical and mental health.","Confronting a global pandemic forced us to explore new conceptions of normal life and saw a change in emphasis of… Solidarity funds: When donating is much more than charity After the country's first lockdown showed laid bare the inequalities in our society, over ten resident-run solidarity funds have now started, aiming to redistribute wealth locally.",2020-04-30,2025-04-29,no,Blog,CORONAVIRUS,"coronavirus,green,crisis,greens,talk,deal,lockdown,time",Media
2855,Ian Smart : 2020,http://ianssmart.blogspot.com/2020/,111227,"Referendum, government, Scotland, Holyrood, Act, SNP, power, Parliament","Scottish, scheme, Government, institutional, failure, Scotland, Freeman, time",They could pass legislation to have a vote anyway but it would just be struck down in the Supreme Court.,That she made a public statement on the subject and then forgot to do anything else about it?,2020-01-19,2023-12-20,no,Blog,CORONAVIRUS,"referendum,government,scotland,holyrood,act,snp,power,parliament",Media
2856,"Motley Coat, The : A blog of the Mason Institute : 2020",http://masoninstitute.blogspot.com/2020/,111228,"legal, Health, public, human, Act, civil, preparedness, Article","legal, Health, public, human, Act, civil, preparedness, Article","Regulations can also include provision for imposing ‘a special restriction or requirement’ as set out in Sections 45G(2)(e)-(k), 45H(2), and 45I(2).","Regulations can also include provision for imposing ‘a special restriction or requirement’ as set out in Sections 45G(2)(e)-(k), 45H(2), and 45I(2).",2023-11-23,2023-11-23,no,Research,CORONAVIRUS,"legal,health,public,human,act,civil,preparedness,article",Knowledge
2857,Dave Watson : 2020,http://unisondave.blogspot.com/2020/,111229,"PFI, PPP, Scotland, public, model, government, Major, years","fund, investment, managers, Environment, Social, Governance, ESG, funds","Nearly thirty years after John Major’s government introduced the Private Finance Initiative (PFI), it is astonishing that we are still writing about and using this failed model of delivering public services.","I have completed a couple of projects with pension funds in recent months looking at Environment, Social and Governance (ESG) strategies.",2020-02-12,2023-12-26,no,Blog,CORONAVIRUS,"pfi,ppp,scotland,public,model,government,major,years",Media
2858,Political Settlements Research Programme : Conflict and Covid-19 Resources,http://www.politicalsettlements.org/covid-19/,111230,"pandemic, PSRP, world, conflict-affected, disproportionately, affecting, vulnerable, populations","Archive, Team, data, destroyed, projects, group, resolved, Wayback",The Political Settlements Research Programme is committed to supporting communities experiencing violent conflict.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",2020-04-26,2024-06-29,no,Research,CORONAVIRUS,"pandemic,psrp,world,conflict-affected,disproportionately,affecting,vulnerable,populations",Knowledge
2859,Paul Cairney : COVID-19,https://paulcairney.wordpress.com/category/covid-19/,111234,"health, HIAP, inequalities, policy, equity, public, relation, Identify","SAGE, meeting, measures, meetings, social, paper, impact, people","*These are my early thoughts based on work towards a (qualitative) systematic review of the HIAP literature, in partnership with Emily St Denny, Sean Kippin, and Heather Mitchell.","The second meeting notes that SAGE will meet regularly (e.g. 2-3 times per week in February) and coordinate all relevant science advice to inform domestic policy, including from NERVTAG and SPI-M (Scientific Pandemic Influenza Group on Modelling) which became a ‘formal sub-group of SAGE for the duration of this outbreak’ (SPI-M-O) (28.1.20: 1).",2020-05-08,2024-09-19,no,Blog,CORONAVIRUS,"health,hiap,inequalities,policy,equity,public,relation,identify",Media
